id_cliente;recencia_dias;frecuencia_boletas;monto_total;ticket_promedio;categorias_distintas;promo_rate;online_rate;segmento_programa;abandono;probabilidad_abandono;nivel_riesgo
C03061;159;3;268.578;89.526;3;0.3333333333333333;0.3333333333333333;Plata;1;0.8003035873652735;Alto
C02832;42;3;270.64;90.21333333333332;3;0.0;0.3333333333333333;Oro;0;0.8003035873652735;Alto
C00471;48;4;340.166;85.0415;2;0.5;0.25;Bronce;1;0.8003035873652735;Alto
C02889;22;2;267.337;133.6685;2;0.5;0.0;Plata;1;0.8003035873652735;Alto
C01961;34;4;352.2585;88.064625;3;0.25;0.0;Bronce;1;0.8003035873652735;Alto
C00312;103;3;264.512;88.17066666666666;3;0.6666666666666666;0.0;Oro;1;0.8003035873652735;Alto
C02594;285;2;345.41999999999996;172.70999999999998;2;0.0;0.0;Black;1;0.8003035873652735;Alto
C03242;172;4;337.23;84.3075;4;0.0;0.0;Plata;1;0.8003035873652735;Alto
C03214;28;4;344.72;86.18;4;0.25;0.0;Bronce;1;0.8003035873652735;Alto
C01976;131;3;259.09000000000003;86.36333333333334;3;0.0;0.0;Bronce;1;0.8003035873652735;Alto
C01932;359;3;284.40099999999995;94.80033333333331;3;0.3333333333333333;0.3333333333333333;Oro;1;0.8003035873652735;Alto
C04952;65;3;479.25;159.75;2;0.3333333333333333;0.0;Bronce;0;0.8003035873652735;Alto
C00596;124;3;319.76000000000005;106.58666666666669;3;0.3333333333333333;0.0;Bronce;1;0.8003035873652735;Alto
C00690;275;3;269.648;89.88266666666668;2;0.3333333333333333;0.3333333333333333;Bronce;0;0.8003035873652735;Alto
C03183;181;3;246.551;82.18366666666667;3;0.6666666666666666;0.0;Bronce;0;0.8003035873652735;Alto
C04098;361;3;311.79;103.93;2;0.0;0.3333333333333333;Bronce;1;0.8003035873652735;Alto
C03788;442;3;287.78000000000003;95.92666666666668;3;0.0;0.0;Bronce;0;0.8003035873652735;Alto
C01494;276;3;262.84;87.61333333333333;2;0.0;0.0;Bronce;0;0.8003035873652735;Alto
C04500;273;3;320.43;106.81;3;0.0;0.0;Plata;1;0.8003035873652735;Alto
C04870;63;3;276.62;92.20666666666666;3;0.3333333333333333;0.3333333333333333;Oro;1;0.8003035873652735;Alto
C03574;113;3;296.09;98.69666666666666;2;0.3333333333333333;0.0;Plata;1;0.8003035873652735;Alto
C02141;287;4;361.572;90.393;3;0.25;0.25;Plata;1;0.8003035873652735;Alto
C00003;4;3;264.71799999999996;88.23933333333332;3;0.6666666666666666;0.0;Plata;1;0.8003035873652735;Alto
C01803;27;4;331.9715;82.992875;2;0.5;0.5;Bronce;1;0.8003035873652735;Alto
C03997;74;5;274.77;54.95399999999999;4;0.0;0.2;Bronce;1;0.7228923941425286;Alto
C01047;105;5;250.36;50.072;3;0.0;0.0;Oro;1;0.7228923941425286;Alto
C03961;287;6;188.76;31.459999999999997;4;0.0;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C04015;435;5;118.13;23.625999999999998;4;0.2;0.0;Plata;0;0.7228923941425286;Alto
C03876;110;5;113.037;22.607400000000002;5;0.4;0.0;Bronce;0;0.7228923941425286;Alto
C00306;165;5;205.46;41.092;4;0.4;0.0;Oro;0;0.7228923941425286;Alto
C00705;80;6;235.242;39.207;5;0.16666666666666666;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C03970;318;5;151.55;30.310000000000002;5;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C00648;150;5;192.73000000000002;38.54600000000001;3;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C03866;125;6;242.94;40.49;5;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C01224;81;6;204.46099999999998;34.07683333333333;4;0.3333333333333333;0.0;Bronce;1;0.7228923941425286;Alto
C04018;81;5;274.88;54.976;3;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C04020;70;6;194.952;32.492;5;0.16666666666666666;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C04023;158;7;276.448;39.492571428571424;4;0.5714285714285714;0.0;Bronce;0;0.7228923941425286;Alto
C04048;116;6;141.397;23.566166666666664;5;0.16666666666666666;0.0;Bronce;1;0.7228923941425286;Alto
C04053;79;5;150.04;30.008;4;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C04056;130;6;107.35000000000001;17.89166666666667;4;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C04080;80;7;219.309;31.329857142857144;4;0.5714285714285714;0.2857142857142857;Plata;0;0.7228923941425286;Alto
C04099;97;5;111.51;22.302;4;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C00324;125;5;187.592;37.5184;3;0.2;0.0;Black;0;0.7228923941425286;Alto
C04504;184;5;141.87;28.374000000000002;3;0.0;0.4;Bronce;1;0.7228923941425286;Alto
C04127;163;6;178.238;29.706333333333333;5;0.5;0.0;Bronce;1;0.7228923941425286;Alto
C03516;85;5;145.508;29.1016;4;0.2;0.2;Plata;1;0.7228923941425286;Alto
C01187;94;8;187.40200000000002;23.425250000000002;6;0.5;0.0;Bronce;0;0.7228923941425286;Alto
C03477;69;6;232.5265;38.754416666666664;4;0.16666666666666666;0.0;Bronce;1;0.7228923941425286;Alto
C00968;77;6;172.85399999999998;28.808999999999997;5;0.16666666666666666;0.16666666666666666;Oro;1;0.7228923941425286;Alto
C00974;67;5;122.19;24.438;4;0.0;0.4;Plata;0;0.7228923941425286;Alto
C03515;90;7;208.458;29.779714285714284;6;0.5714285714285714;0.0;Plata;0;0.7228923941425286;Alto
C01066;76;5;131.5995;26.3199;4;0.2;0.2;Bronce;0;0.7228923941425286;Alto
C03335;93;6;289.02;48.169999999999995;5;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C03360;63;5;153.506;30.7012;4;0.2;0.2;Plata;1;0.7228923941425286;Alto
C01059;80;8;231.334;28.91675;5;0.125;0.125;Plata;1;0.7228923941425286;Alto
C03364;183;5;162.23000000000002;32.446000000000005;3;0.0;0.0;Plata;1;0.7228923941425286;Alto
C03367;62;8;266.47;33.30875;5;0.0;0.0;Oro;1;0.7228923941425286;Alto
C01037;87;8;261.608;32.701;6;0.125;0.125;Plata;1;0.7228923941425286;Alto
C00560;98;5;135.07999999999998;27.016;4;0.0;0.2;Bronce;1;0.7228923941425286;Alto
C04556;69;5;235.7;47.14;5;0.4;0.2;Bronce;1;0.7228923941425286;Alto
C04366;71;8;282.2;35.275;5;0.0;0.0;Oro;1;0.7228923941425286;Alto
C01883;193;6;209.614;34.93566666666667;3;0.5;0.0;Bronce;0;0.7228923941425286;Alto
C02059;242;5;247.237;49.4474;5;0.2;0.0;Bronce;0;0.7228923941425286;Alto
C01843;152;5;239.07999999999998;47.815999999999995;3;0.6;0.2;Bronce;1;0.7228923941425286;Alto
C01853;73;5;139.38;27.875999999999998;3;0.0;0.2;Bronce;1;0.7228923941425286;Alto
C02082;67;6;203.79600000000002;33.966;4;0.16666666666666666;0.0;Bronce;0;0.7228923941425286;Alto
C02086;74;5;146.04;29.208;4;0.2;0.2;Bronce;1;0.7228923941425286;Alto
C02128;69;10;255.468;25.546799999999998;6;0.2;0.2;Bronce;0;0.7228923941425286;Alto
C01809;123;6;168.406;28.067666666666668;4;0.16666666666666666;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C01811;65;5;263.8685;52.7737;3;0.4;0.2;Plata;1;0.7228923941425286;Alto
C01815;170;6;211.7175;35.28625;5;0.16666666666666666;0.16666666666666666;Oro;1;0.7228923941425286;Alto
C00422;72;6;180.4615;30.076916666666666;5;0.3333333333333333;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C00402;149;5;99.524;19.9048;4;0.6;0.2;Plata;1;0.7228923941425286;Alto
C03619;83;6;263.077;43.84616666666667;5;0.3333333333333333;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C04289;82;6;254.65900000000002;42.44316666666667;4;0.16666666666666666;0.16666666666666666;Bronce;0;0.7228923941425286;Alto
C04294;176;5;280.872;56.174400000000006;4;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C00454;73;5;201.443;40.2886;5;0.2;0.2;Black;1;0.7228923941425286;Alto
C04302;137;6;247.428;41.238;5;0.5;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C00443;105;5;178.776;35.7552;4;0.2;0.2;Bronce;0;0.7228923941425286;Alto
C00445;92;5;242.708;48.5416;4;0.2;0.0;Plata;1;0.7228923941425286;Alto
C04431;171;5;107.50999999999999;21.502;4;0.0;0.0;Plata;0;0.7228923941425286;Alto
C04432;128;5;255.51;51.102;3;0.0;0.2;Plata;1;0.7228923941425286;Alto
C04439;86;5;178.47;35.694;3;0.0;0.2;Plata;0;0.7228923941425286;Alto
C04457;164;5;182.34;36.468;3;0.0;0.0;Plata;1;0.7228923941425286;Alto
C04978;89;6;270.91200000000003;45.15200000000001;4;0.3333333333333333;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C01916;80;5;286.09;57.217999999999996;3;0.2;0.2;Plata;0;0.7228923941425286;Alto
C04947;112;5;173.26;34.652;5;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C00045;114;5;86.08200000000001;17.2164;3;0.2;0.0;Bronce;0;0.7228923941425286;Alto
C02026;80;8;246.936;30.867;4;0.25;0.0;Oro;1;0.7228923941425286;Alto
C01031;109;5;225.20000000000002;45.040000000000006;3;0.4;0.0;Oro;1;0.7228923941425286;Alto
C03439;108;5;156.894;31.378800000000002;4;0.4;0.0;Plata;1;0.7228923941425286;Alto
C03463;64;5;107.87;21.574;3;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C00276;84;7;290.978;41.568285714285715;7;0.14285714285714285;0.14285714285714285;Plata;1;0.7228923941425286;Alto
C04580;68;6;183.034;30.505666666666666;6;0.3333333333333333;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C03742;63;5;125.52;25.104;4;0.0;0.0;Plata;0;0.7228923941425286;Alto
C03556;84;5;138.54;27.708;4;0.2;0.2;Bronce;1;0.7228923941425286;Alto
C03564;249;5;157.854;31.570800000000002;5;0.2;0.4;Bronce;1;0.7228923941425286;Alto
C00908;85;9;265.004;29.44488888888889;5;0.2222222222222222;0.1111111111111111;Oro;0;0.7228923941425286;Alto
C03615;238;5;251.71;50.342;4;0.0;0.2;Plata;1;0.7228923941425286;Alto
C03084;62;7;187.504;26.786285714285714;7;0.42857142857142855;0.14285714285714285;Plata;0;0.7228923941425286;Alto
C00874;115;6;159.435;26.5725;6;0.16666666666666666;0.3333333333333333;Plata;1;0.7228923941425286;Alto
C00259;111;5;217.5365;43.5073;3;0.2;0.4;Bronce;0;0.7228923941425286;Alto
C00264;212;6;293.481;48.9135;4;0.3333333333333333;0.0;Bronce;0;0.7228923941425286;Alto
C00805;137;6;277.7785;46.296416666666666;5;0.3333333333333333;0.0;Bronce;1;0.7228923941425286;Alto
C00856;134;7;240.63;34.37571428571429;4;0.14285714285714285;0.2857142857142857;Oro;1;0.7228923941425286;Alto
C00864;63;5;183.692;36.7384;5;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C03817;191;5;215.79;43.158;4;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C03840;75;6;228.51;38.085;4;0.0;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C03844;171;5;81.62;16.324;4;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C00731;108;5;178.35000000000002;35.67;4;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C00738;124;5;254.10999999999999;50.821999999999996;3;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C00711;63;7;268.53;38.36142857142857;4;0.14285714285714285;0.0;Bronce;1;0.7228923941425286;Alto
C00301;105;5;175.51;35.102;3;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C03692;78;5;178.57;35.714;3;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C00824;185;6;191.97;31.995;3;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C00826;90;5;263.58;52.715999999999994;4;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C03712;141;7;195.9745;27.996357142857143;4;0.2857142857142857;0.14285714285714285;Oro;0;0.7228923941425286;Alto
C03716;69;5;175.9325;35.1865;4;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C04592;205;5;147.7895;29.5579;4;0.2;0.0;Oro;1;0.7228923941425286;Alto
C02529;66;8;219.29500000000002;27.411875000000002;5;0.125;0.0;Oro;1;0.7228923941425286;Alto
C02312;72;5;146.277;29.255399999999998;5;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C02326;71;5;293.219;58.6438;4;0.2;0.2;Plata;1;0.7228923941425286;Alto
C02331;140;9;249.476;27.719555555555555;6;0.2222222222222222;0.0;Bronce;0;0.7228923941425286;Alto
C02334;70;6;254.88400000000001;42.48066666666667;5;0.3333333333333333;0.0;Plata;1;0.7228923941425286;Alto
C01708;75;5;271.01;54.202;2;0.0;0.0;Plata;1;0.7228923941425286;Alto
C04856;79;6;152.938;25.489666666666665;5;0.16666666666666666;0.0;Plata;1;0.7228923941425286;Alto
C04860;88;5;261.506;52.301199999999994;4;0.2;0.0;Plata;1;0.7228923941425286;Alto
C00092;116;5;228.01999999999998;45.604;4;0.0;0.4;Bronce;1;0.7228923941425286;Alto
C00105;94;5;201.574;40.314800000000005;3;0.4;0.0;Bronce;1;0.7228923941425286;Alto
C02605;83;6;232.52;38.75333333333334;4;0.0;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C01529;80;5;264.092;52.8184;5;0.4;0.0;Plata;1;0.7228923941425286;Alto
C02629;101;6;171.34449999999998;28.557416666666665;4;0.16666666666666666;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C00173;74;5;187.639;37.5278;4;0.6;0.0;Plata;1;0.7228923941425286;Alto
C02668;89;5;246.75;49.35;4;0.0;0.0;Oro;1;0.7228923941425286;Alto
C02383;88;6;247.24;41.20666666666667;4;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C02398;60;5;75.17;15.034;5;0.0;0.0;Plata;1;0.7228923941425286;Alto
C02402;78;8;124.78999999999999;15.598749999999999;4;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C02408;146;7;294.26;42.037142857142854;3;0.0;0.2857142857142857;Oro;1;0.7228923941425286;Alto
C02409;131;5;214.31400000000002;42.86280000000001;3;0.4;0.0;Bronce;1;0.7228923941425286;Alto
C02490;151;5;148.606;29.7212;4;0.2;0.2;Bronce;0;0.7228923941425286;Alto
C02492;177;6;117.242;19.540333333333333;5;0.16666666666666666;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C02507;63;5;167.95;33.589999999999996;4;0.0;0.0;Plata;0;0.7228923941425286;Alto
C01478;74;10;293.0;29.3;6;0.0;0.1;Plata;1;0.7228923941425286;Alto
C00140;63;8;210.0515;26.2564375;6;0.375;0.125;Bronce;0;0.7228923941425286;Alto
C04796;174;7;150.365;21.48071428571429;4;0.14285714285714285;0.0;Plata;0;0.7228923941425286;Alto
C02743;75;8;245.106;30.63825;6;0.125;0.0;Bronce;0;0.7228923941425286;Alto
C02636;67;5;120.47;24.094;2;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C01972;113;6;198.981;33.1635;4;0.16666666666666666;0.16666666666666666;Bronce;0;0.7228923941425286;Alto
C00033;97;7;148.834;21.262;6;0.14285714285714285;0.14285714285714285;Plata;1;0.7228923941425286;Alto
C03797;76;5;251.15699999999998;50.231399999999994;4;0.2;0.2;Oro;0;0.7228923941425286;Alto
C00412;75;9;239.223;26.580333333333336;4;0.2222222222222222;0.1111111111111111;Bronce;1;0.7228923941425286;Alto
C00391;64;5;282.51;56.501999999999995;4;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C04383;93;8;264.21000000000004;33.026250000000005;4;0.0;0.125;Plata;1;0.7228923941425286;Alto
C04384;63;5;143.55;28.71;4;0.0;0.0;Black;1;0.7228923941425286;Alto
C04402;78;5;187.2425;37.4485;3;0.4;0.2;Plata;1;0.7228923941425286;Alto
C00375;89;6;237.28400000000002;39.547333333333334;6;0.16666666666666666;0.0;Bronce;1;0.7228923941425286;Alto
C01939;94;5;188.273;37.6546;4;0.2;0.0;Plata;0;0.7228923941425286;Alto
C01952;85;6;170.7;28.45;5;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C01903;62;5;185.62;37.124;4;0.0;0.0;Black;1;0.7228923941425286;Alto
C03760;66;7;224.44;32.06285714285714;4;0.14285714285714285;0.14285714285714285;Plata;1;0.7228923941425286;Alto
C04833;275;6;159.25;26.541666666666668;3;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C01991;100;5;226.24;45.248000000000005;4;0.0;0.2;Bronce;1;0.7228923941425286;Alto
C01802;299;5;152.82;30.564;3;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C02185;227;6;231.7245;38.62075;4;0.16666666666666666;0.0;Bronce;0;0.7228923941425286;Alto
C01765;126;5;201.996;40.3992;5;0.4;0.0;Plata;1;0.7228923941425286;Alto
C02199;198;6;194.364;32.394;5;0.16666666666666666;0.3333333333333333;Bronce;0;0.7228923941425286;Alto
C01750;134;6;259.6725;43.27875;5;0.16666666666666666;0.16666666666666666;Plata;1;0.7228923941425286;Alto
C02251;157;5;226.08;45.216;3;0.2;0.0;Plata;1;0.7228923941425286;Alto
C02272;121;7;283.04;40.434285714285714;6;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C01736;244;5;240.9615;48.1923;5;0.2;0.2;Plata;1;0.7228923941425286;Alto
C02278;67;7;214.2035;30.6005;6;0.14285714285714285;0.14285714285714285;Plata;0;0.7228923941425286;Alto
C02290;137;5;186.736;37.3472;4;0.2;0.2;Plata;0;0.7228923941425286;Alto
C00084;110;5;293.34000000000003;58.668000000000006;4;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C04884;128;8;280.134;35.01675;4;0.125;0.0;Bronce;0;0.7228923941425286;Alto
C00774;64;7;137.63400000000001;19.662000000000003;5;0.14285714285714285;0.0;Plata;1;0.7228923941425286;Alto
C01429;60;6;275.82550000000003;45.970916666666675;6;0.3333333333333333;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C02784;63;5;254.82999999999998;50.965999999999994;4;0.0;0.2;Oro;1;0.7228923941425286;Alto
C02785;192;5;238.111;47.6222;3;0.4;0.4;Plata;1;0.7228923941425286;Alto
C03093;290;5;237.25;47.45;4;0.4;0.2;Bronce;1;0.7228923941425286;Alto
C04690;88;6;295.06;49.17666666666667;5;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C03114;84;5;102.0595;20.4119;5;0.2;0.0;Bronce;0;0.7228923941425286;Alto
C01199;80;6;286.91999999999996;47.81999999999999;5;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C01179;245;5;219.359;43.8718;3;0.4;0.0;Plata;1;0.7228923941425286;Alto
C01338;71;5;149.26;29.851999999999997;4;0.0;0.4;Bronce;1;0.7228923941425286;Alto
C02929;135;5;206.76;41.352;4;0.0;0.2;Bronce;1;0.7228923941425286;Alto
C01312;139;5;243.861;48.7722;4;0.4;0.2;Bronce;1;0.7228923941425286;Alto
C01276;157;5;128.808;25.761599999999998;3;0.2;0.0;Bronce;1;0.7228923941425286;Alto
C02972;161;5;238.11;47.622;4;0.0;0.0;Oro;1;0.7228923941425286;Alto
C02746;90;5;110.47149999999999;22.094299999999997;5;0.4;0.0;Plata;1;0.7228923941425286;Alto
C04970;211;6;201.9275;33.654583333333335;4;0.16666666666666666;0.3333333333333333;Bronce;1;0.7228923941425286;Alto
C03000;253;5;196.68;39.336;2;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C01266;86;6;164.982;27.497;4;0.16666666666666666;0.0;Plata;1;0.7228923941425286;Alto
C03141;153;6;278.16200000000003;46.36033333333334;4;0.5;0.3333333333333333;Plata;1;0.7228923941425286;Alto
C01148;59;5;175.108;35.0216;3;0.2;0.2;Bronce;1;0.7228923941425286;Alto
C01131;61;6;277.284;46.214;5;0.3333333333333333;0.16666666666666666;Bronce;1;0.7228923941425286;Alto
C01133;67;5;171.52;34.304;5;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C03252;73;5;246.72799999999998;49.3456;2;0.6;0.0;Bronce;1;0.7228923941425286;Alto
C04663;67;5;105.007;21.0014;5;0.4;0.2;Plata;1;0.7228923941425286;Alto
C01103;71;6;198.363;33.0605;5;0.16666666666666666;0.16666666666666666;Plata;0;0.7228923941425286;Alto
C01252;73;5;233.26;46.652;3;0.0;0.0;Oro;1;0.7228923941425286;Alto
C03055;118;5;127.37;25.474;5;0.4;0.0;Oro;1;0.7228923941425286;Alto
C01233;95;7;254.75;36.392857142857146;3;0.2857142857142857;0.0;Plata;1;0.7228923941425286;Alto
C04709;220;5;136.16;27.232;5;0.2;0.0;Bronce;0;0.7228923941425286;Alto
C01424;61;7;228.302;32.61457142857143;6;0.14285714285714285;0.42857142857142855;Bronce;1;0.7228923941425286;Alto
C01587;81;5;265.102;53.020399999999995;4;0.2;0.0;Bronce;0;0.7228923941425286;Alto
C02543;147;6;145.232;24.205333333333332;4;0.16666666666666666;0.3333333333333333;Oro;1;0.7228923941425286;Alto
C02547;151;5;232.916;46.5832;4;0.4;0.2;Bronce;1;0.7228923941425286;Alto
C01575;67;5;192.84;38.568;5;0.2;0.0;Plata;1;0.7228923941425286;Alto
C01556;133;5;112.72399999999999;22.5448;4;0.6;0.2;Bronce;1;0.7228923941425286;Alto
C01536;104;5;255.56199999999998;51.112399999999994;4;0.4;0.0;Bronce;0;0.7228923941425286;Alto
C01546;123;6;151.44;25.24;3;0.16666666666666666;0.0;Oro;1;0.7228923941425286;Alto
C02845;274;6;154.433;25.738833333333332;5;0.3333333333333333;0.0;Plata;1;0.7228923941425286;Alto
C01380;141;8;183.3295;22.9161875;5;0.25;0.0;Oro;1;0.7228923941425286;Alto
C02869;135;5;162.28;32.456;4;0.4;0.2;Plata;1;0.7228923941425286;Alto
C01370;80;5;158.46;31.692;3;0.0;0.0;Bronce;1;0.7228923941425286;Alto
C00159;74;5;216.367;43.273399999999995;4;0.4;0.0;Bronce;0;0.7228923941425286;Alto
C04269;59;5;156.82;31.363999999999997;5;0.0;0.4;Bronce;1;0.7228923941425286;Alto
C01348;197;5;249.99;49.998000000000005;4;0.0;0.0;Bronce;0;0.7228923941425286;Alto
C02913;66;7;226.43599999999998;32.348;4;0.14285714285714285;0.0;Bronce;1;0.7228923941425286;Alto
C01497;61;5;155.51;31.101999999999997;4;0.0;0.0;Oro;1;0.7228923941425286;Alto
C01499;70;7;284.10900000000004;40.587;6;0.2857142857142857;0.0;Oro;1;0.7228923941425286;Alto
C02679;63;5;177.83800000000002;35.567600000000006;4;0.2;0.0;Bronce;0;0.7228923941425286;Alto
C01473;137;6;186.658;31.109666666666666;3;0.16666666666666666;0.0;Bronce;1;0.7228923941425286;Alto
C04139;81;5;165.0645;33.0129;3;0.6;0.0;Plata;1;0.7228923941425286;Alto
C04163;121;5;172.126;34.425200000000004;4;0.2;0.2;Plata;1;0.7228923941425286;Alto
C00501;142;6;166.082;27.680333333333333;5;0.3333333333333333;0.16666666666666666;Bronce;0;0.7228923941425286;Alto
C00504;148;5;237.1345;47.4269;4;0.2;0.2;Black;0;0.7228923941425286;Alto
C00495;65;7;273.41700000000003;39.05957142857143;5;0.2857142857142857;0.0;Bronce;1;0.7228923941425286;Alto
C00337;164;5;196.79;39.358;4;0.0;0.2;Plata;0;0.7228923941425286;Alto
C04466;76;5;258.229;51.645799999999994;3;0.2;0.0;Oro;1;0.7228923941425286;Alto
C04471;62;8;248.449;31.056125;4;0.125;0.0;Plata;1;0.7228923941425286;Alto
C01342;276;5;240.17350000000002;48.0347;5;0.6;0.0;Bronce;0;0.7228923941425286;Alto
C01855;510;1;228.12;228.12;1;0.0;0.0;Plata;0;0.6872232348454111;Medio
C02090;58;2;171.72;85.86;2;0.0;0.0;Bronce;1;0.6872232348454111;Medio
C02123;3;2;209.48000000000002;104.74000000000001;2;0.0;0.0;Bronce;0;0.6872232348454111;Medio
C04954;500;1;148.3;148.3;1;0.0;0.0;Plata;1;0.6872232348454111;Medio
C03833;171;2;221.19;110.595;1;0.0;0.5;Bronce;1;0.6872232348454111;Medio
C00733;256;1;95.76;95.76;1;0.0;0.0;Bronce;1;0.6872232348454111;Medio
C04537;184;1;97.47;97.47;1;0.0;1.0;Bronce;1;0.6872232348454111;Medio
C03664;199;2;228.22500000000002;114.11250000000001;2;0.5;0.0;Bronce;0;0.6872232348454111;Medio
C03697;131;1;182.7;182.7;1;0.0;0.0;Bronce;1;0.6872232348454111;Medio
C03715;521;1;89.39999999999999;89.39999999999999;1;0.0;0.0;Plata;0;0.6872232348454111;Medio
C03727;141;2;202.54999999999998;101.27499999999999;2;0.0;0.5;Bronce;1;0.6872232348454111;Medio
C00281;372;2;237.71;118.855;2;0.0;0.0;Bronce;0;0.6872232348454111;Medio
