id_cliente;segmento_rfm;cluster;recencia;frecuencia;monto;margen;ticket_promedio;categorias_distintas;online_rate;segmento_programa;distrito
C00047;Ocasionales;3;19;5;355.309;103.52900000000004;71.0618;3;0.0;Plata;Miraflores
C00048;Leales de valor;2;58;14;524.715;150.145;37.479642857142856;8;0.0;Plata;Cusco
C00049;Ocasionales;3;4;8;439.5555;157.79549999999998;54.9444375;5;0.0;Bronce;San Isidro
C00050;Ocasionales;3;8;5;320.08;109.82;64.01599999999999;3;0.0;Bronce;Trujillo
C00051;Ocasionales;3;4;4;122.037;32.42700000000001;30.50925;4;0.0;Bronce;Surco
C00052;Campeones;0;22;20;1036.658;316.86800000000005;51.832899999999995;8;0.15;Plata;San Miguel
C00053;Ocasionales;3;14;10;283.781;106.10099999999998;28.3781;7;0.0;Plata;San Miguel
C00054;En riesgo;1;53;3;95.02;28.65;31.673333333333332;3;0.0;Plata;Chiclayo
C00055;En riesgo;1;294;3;49.629999999999995;17.74;16.543333333333333;3;0.0;Bronce;Surco
C00056;En riesgo;1;188;2;19.76;4.260000000000002;9.88;1;0.0;Bronce;Huancayo
C00057;En riesgo;1;123;4;87.944;34.924;21.986;4;0.0;Oro;Arequipa
C00058;En riesgo;1;131;3;87.23;27.750000000000007;29.076666666666668;3;0.6666666666666666;Bronce;Ate
C00059;Ocasionales;3;0;12;456.149;130.40900000000002;38.01241666666667;7;0.08333333333333333;Plata;Huancayo
C00060;Ocasionales;3;4;7;381.957;102.78699999999999;54.565285714285714;6;0.0;Bronce;San Miguel
C00061;En riesgo;1;168;2;53.239999999999995;21.819999999999997;26.619999999999997;2;0.0;Bronce;Miraflores
C00062;Ocasionales;3;23;18;477.794;134.904;26.54411111111111;6;0.2222222222222222;Bronce;Chiclayo
C00063;En riesgo;1;253;3;125.32999999999998;49.43;41.776666666666664;3;0.3333333333333333;Plata;San Isidro
C00064;Leales de valor;2;305;9;339.478;108.15799999999999;37.71977777777778;5;0.1111111111111111;Plata;San Miguel
C00066;Campeones;0;1;107;4094.921;1239.421;38.27028971962616;10;0.08411214953271028;Plata;Chiclayo
C00067;Leales de valor;2;114;4;197.58;65.63;49.395;4;0.25;Plata;San Miguel
C00068;Leales de valor;2;133;5;331.21000000000004;119.45;66.242;3;0.0;Oro;Piura
C00069;Ocasionales;3;33;13;674.21;221.87;51.862307692307695;8;0.23076923076923078;Bronce;Trujillo
C00070;Campeones;0;1;20;741.916;246.27599999999998;37.095800000000004;8;0.15;Bronce;Ate
C00071;Leales de valor;2;143;11;578.669;158.10900000000004;52.606272727272724;6;0.09090909090909091;Black;San Miguel
C00072;Leales de valor;2;72;8;194.74499999999998;54.334999999999994;24.343124999999997;5;0.0;Plata;Comas
C00073;Ocasionales;3;29;6;83.94999999999999;28.64;13.991666666666665;3;0.16666666666666666;Bronce;La Molina
C00074;Ocasionales;3;1;13;672.2620000000001;198.892;51.71246153846154;8;0.07692307692307693;Plata;Chiclayo
C00075;Ocasionales;3;19;4;106.906;35.816;26.7265;4;0.25;Bronce;Comas
C00076;Ocasionales;3;7;7;531.485;159.91499999999996;75.92642857142857;5;0.0;Bronce;Los Olivos
C00077;Leales de valor;2;112;8;615.3265;210.1165;76.9158125;5;0.0;Bronce;Huancayo
C00078;En riesgo;1;374;3;191.42100000000002;48.911000000000016;63.80700000000001;3;0.0;Bronce;La Molina
C00079;Ocasionales;3;8;15;458.084;148.084;30.538933333333333;8;0.2;Oro;Los Olivos
C00080;Campeones;0;3;55;2732.718;830.8380000000001;49.685781818181816;8;0.10909090909090909;Bronce;Callao
C00081;Campeones;0;12;24;1098.571;353.55100000000004;45.77379166666666;9;0.0;Bronce;San Miguel
C00082;En riesgo;1;376;2;56.99;17.900000000000006;28.495;1;0.0;Bronce;Huancayo
C00083;Leales de valor;2;153;12;358.582;111.90199999999999;29.881833333333333;7;0.0;Plata;San Miguel
C00084;Ocasionales;3;33;6;266.53000000000003;73.41000000000001;44.421666666666674;4;0.0;Bronce;San Isidro
C00085;Campeones;0;2;73;3326.549;1024.609;45.56916438356164;10;0.0821917808219178;Bronce;Cusco
C00086;En riesgo;1;426;4;202.552;64.502;50.638;3;0.25;Plata;Callao
C00087;En riesgo;1;199;4;205.4;49.28;51.35;4;0.0;Bronce;Piura
C00088;Leales de valor;2;351;6;239.68;81.57;39.946666666666665;5;0.3333333333333333;Bronce;San Isidro
C00089;Ocasionales;3;10;10;472.0;144.48;47.2;6;0.2;Plata;San Isidro
C00090;Ocasionales;3;24;7;177.71;57.08;25.38714285714286;5;0.0;Bronce;Ate
C00091;Leales de valor;2;101;13;543.907;162.03700000000003;41.839000000000006;9;0.23076923076923078;Plata;Ate
C00092;Leales de valor;2;206;5;201.93;72.89;40.386;2;0.4;Bronce;Miraflores
C00093;Leales de valor;2;40;6;249.78;71.66000000000001;41.63;4;0.0;Black;Cusco
C00094;Campeones;0;5;20;820.03;248.01000000000002;41.0015;8;0.05;Oro;Comas
C00095;En riesgo;1;242;4;97.14;39.97;24.285;2;0.0;Plata;Comas
C00096;Campeones;0;26;24;1423.6285;445.84849999999994;59.31785416666667;10;0.0;Bronce;Ate
C00097;Leales de valor;2;53;15;481.618;153.66799999999998;32.107866666666666;8;0.2;Bronce;La Molina
C00098;Ocasionales;3;22;4;116.73;45.4;29.1825;4;0.0;Plata;Cusco
C00099;En riesgo;1;185;4;59.984;15.543999999999999;14.996;4;0.25;Bronce;Cusco
C00100;Ocasionales;3;27;8;369.6425;180.10250000000002;46.2053125;5;0.0;Bronce;Trujillo
C00101;Campeones;0;11;34;1824.332;756.812;53.65682352941177;10;0.058823529411764705;Bronce;Huancayo
C00102;En riesgo;1;699;1;6.543;1.4329999999999998;6.543;1;0.0;Bronce;Chiclayo
C00103;Ocasionales;3;15;10;546.08;194.45999999999998;54.608000000000004;6;0.2;Bronce;No Especificado
C00104;Ocasionales;3;26;7;396.88;148.94;56.69714285714286;4;0.0;Plata;Piura
C00105;En riesgo;1;184;5;149.761;48.39099999999999;29.952199999999998;3;0.0;Bronce;Surco
C00106;En riesgo;1;54;4;155.2;50.09000000000001;38.8;3;0.0;Oro;Piura
C00107;Campeones;0;2;493;20252.074;6021.174;41.07925760649087;10;0.06896551724137931;Bronce;Surco
C00108;En riesgo;1;398;3;45.6745;5.7144999999999975;15.224833333333335;2;0.6666666666666666;Bronce;San Miguel
C00109;Leales de valor;2;115;8;401.59999999999997;118.51999999999998;50.199999999999996;5;0.375;Bronce;Surco
C00110;Campeones;0;43;17;889.4995;303.86949999999996;52.3235;7;0.058823529411764705;Plata;Surco
C00111;Ocasionales;3;0;8;330.9745;99.0545;41.3718125;6;0.125;Bronce;Piura
C00112;Leales de valor;2;237;10;223.44400000000002;76.104;22.3444;5;0.2;Oro;San Miguel
C00113;Leales de valor;2;137;7;225.827;63.617;32.261;5;0.0;Bronce;Ate
C00114;Ocasionales;3;23;11;425.222;121.07200000000002;38.65654545454545;5;0.18181818181818182;Plata;Surco
C00115;En riesgo;1;47;4;111.64;37.88000000000001;27.91;3;0.0;Bronce;San Miguel
C00116;Leales de valor;2;171;4;473.286;128.54599999999996;118.3215;3;0.0;Bronce;Miraflores
C00117;En riesgo;1;605;1;23.56;8.719999999999999;23.56;1;0.0;Oro;No Especificado
C00118;En riesgo;1;179;3;87.426;21.176000000000005;29.142;3;0.0;Oro;Miraflores
C00119;Leales de valor;2;155;8;419.219;104.14900000000003;52.402375;5;0.0;Plata;La Molina
C00120;Ocasionales;3;5;6;187.17399999999998;41.684;31.195666666666664;5;0.0;Plata;Huancayo
C00121;Leales de valor;2;168;12;688.434;293.40399999999994;57.369499999999995;7;0.0;Plata;Cusco
C00122;Ocasionales;3;14;8;234.03;67.22999999999999;29.25375;8;0.25;Oro;Surco
C00123;Campeones;0;14;21;1130.251;324.19100000000003;53.82147619047619;10;0.047619047619047616;Plata;Cusco
C00124;Ocasionales;3;0;12;553.446;162.92600000000002;46.1205;8;0.0;Bronce;Los Olivos
C00125;En riesgo;1;113;2;43.18;12.880000000000003;21.59;2;0.0;Bronce;Surco
C00126;En riesgo;1;152;3;123.44;43.72;41.14666666666667;3;0.3333333333333333;Bronce;Comas
C00127;Leales de valor;2;237;6;155.024;46.084;25.837333333333333;3;0.0;Plata;Comas
C00128;Ocasionales;3;23;9;384.652;104.94200000000001;42.73911111111111;5;0.0;Oro;Los Olivos
C00129;Leales de valor;2;200;6;207.012;51.39199999999999;34.502;6;0.3333333333333333;Bronce;Piura
C00130;En riesgo;1;487;4;75.70700000000001;6.8070000000000075;18.926750000000002;3;0.0;Oro;Ate
C00131;En riesgo;1;374;4;165.2005;57.12050000000001;41.300125;4;0.25;Plata;La Molina
C00132;En riesgo;1;179;2;97.848;31.548000000000002;48.924;2;0.0;Bronce;Piura
C00133;Campeones;0;8;35;1556.9305;484.8805;44.48372857142857;10;0.08571428571428572;Plata;Miraflores
C00134;Leales de valor;2;76;6;245.82800000000003;68.41800000000003;40.97133333333334;5;0.16666666666666666;Bronce;La Molina
C00135;Ocasionales;3;5;14;728.015;255.935;52.00107142857143;5;0.0;Plata;Trujillo
C00136;Campeones;0;24;26;915.9695;238.29950000000002;35.22959615384615;9;0.0;Oro;No Especificado
C00137;Ocasionales;3;7;2;151.94;48.54000000000002;75.97;2;0.0;Plata;Huancayo
C00138;En riesgo;1;124;3;43.47;8.27;14.49;2;0.0;Plata;Huancayo
C00139;Leales de valor;2;38;7;408.57;127.69;58.36714285714286;4;0.0;Bronce;Chiclayo
C00140;Ocasionales;3;0;10;338.12850000000003;103.8485;33.812850000000005;6;0.2;Bronce;Huancayo
C00141;Leales de valor;2;39;11;474.126;155.95600000000002;43.102363636363634;6;0.09090909090909091;Plata;Surco
C00142;Leales de valor;2;178;6;271.022;91.322;45.17033333333333;4;0.3333333333333333;Bronce;Surco
C00144;En riesgo;1;332;4;77.25;19.490000000000002;19.3125;2;0.0;Plata;Cusco
C00145;Campeones;0;25;19;1070.847;355.83700000000005;56.360368421052634;9;0.05263157894736842;Bronce;Piura
C00146;En riesgo;1;171;3;229.04;75.76000000000002;76.34666666666666;3;0.3333333333333333;Plata;San Isidro
C00147;Leales de valor;2;78;5;166.883;39.993;33.3766;4;0.0;Plata;Chiclayo
C00148;Leales de valor;2;73;4;227.97799999999998;69.40799999999999;56.994499999999995;3;0.0;Oro;Cusco
C00150;Campeones;0;2;32;1218.6735;388.7435;38.083546875;8;0.125;Bronce;San Miguel
C00151;Leales de valor;2;73;10;286.261;92.161;28.6261;6;0.2;Bronce;San Isidro
C00152;Campeones;0;24;32;1303.8765;393.17650000000003;40.746140625;10;0.09375;Plata;No Especificado
C00153;Leales de valor;2;206;7;449.927;230.467;64.27528571428572;4;0.14285714285714285;Plata;Huancayo
C00154;En riesgo;1;220;3;38.5;10.969999999999999;12.833333333333334;2;0.0;Bronce;Huancayo
C00155;Leales de valor;2;321;4;242.88000000000002;74.15000000000002;60.720000000000006;4;0.25;Oro;Miraflores
C00156;En riesgo;1;690;1;127.6;43.94999999999999;127.6;1;0.0;Oro;Arequipa
C00157;Leales de valor;2;235;10;441.682;132.92200000000003;44.1682;7;0.0;Plata;San Isidro
C00158;Campeones;0;16;61;3085.71;938.3900000000001;49.76951612903226;10;0.0967741935483871;Bronce;San Isidro
C00159;Ocasionales;3;3;6;322.976;94.34600000000003;53.82933333333333;5;0.0;Bronce;Arequipa
C00160;En riesgo;1;549;4;123.834;36.013999999999996;30.9585;4;0.0;Bronce;Piura
C00161;En riesgo;1;83;4;177.63;54.519999999999996;44.4075;4;0.25;Plata;No Especificado
C00162;En riesgo;1;142;5;139.79000000000002;45.10000000000001;27.958000000000006;4;0.0;Black;Chiclayo
C00163;En riesgo;1;144;5;97.82;35.39;19.564;4;0.4;Oro;Arequipa
C00164;Ocasionales;3;23;15;522.273;151.98300000000003;34.818200000000004;8;0.13333333333333333;Black;San Miguel
C00165;Ocasionales;3;9;5;301.76300000000003;74.33300000000001;60.35260000000001;5;0.2;Bronce;Surco
C00166;En riesgo;1;158;5;132.356;40.816;26.4712;4;0.0;Bronce;Trujillo
C00167;Ocasionales;3;13;9;346.5445;113.7445;38.50494444444445;5;0.1111111111111111;Plata;Comas
C00168;Ocasionales;3;35;5;215.27100000000002;64.771;43.0542;3;0.2;Oro;Surco
C00169;Campeones;0;28;72;3599.7835;967.4435000000001;49.996993055555556;9;0.041666666666666664;Bronce;Chiclayo
C00170;Ocasionales;3;5;9;222.63;74.07;24.736666666666665;7;0.0;Plata;Miraflores
C00171;Ocasionales;3;31;11;391.2455;128.1355;35.567772727272725;7;0.0;Oro;Huancayo
C00172;En riesgo;1;396;3;62.845;18.125;20.948333333333334;3;0.0;Plata;La Molina
C00173;Leales de valor;2;164;5;243.406;34.94600000000002;48.681200000000004;4;0.0;Plata;San Isidro
C00174;Ocasionales;3;24;7;297.513;78.65300000000002;42.50185714285714;6;0.14285714285714285;Bronce;Cusco
C00175;Ocasionales;3;13;9;322.67;144.36;35.852222222222224;5;0.1111111111111111;Bronce;San Isidro
C00176;Leales de valor;2;222;13;430.365;133.50500000000002;33.105000000000004;7;0.07692307692307693;Plata;San Isidro
C00177;Leales de valor;2;73;7;257.28499999999997;74.015;36.754999999999995;7;0.14285714285714285;Plata;Comas
C00178;Leales de valor;2;163;23;845.5345;284.9445;36.76236956521739;7;0.08695652173913043;Bronce;Surco
C00179;Ocasionales;3;14;9;551.0600000000001;174.61;61.228888888888896;6;0.0;Plata;Ate
C00180;Campeones;0;23;46;1626.253;461.573;35.35332608695652;10;0.13043478260869565;Plata;Huancayo
C00181;Ocasionales;3;2;12;526.1165;189.54649999999998;43.843041666666664;9;0.08333333333333333;Plata;La Molina
C00182;En riesgo;1;176;2;35.1;10.620000000000001;17.55;2;0.0;Bronce;Chiclayo
C00183;Leales de valor;2;261;6;203.293;51.44300000000001;33.88216666666667;6;0.0;Bronce;Los Olivos
C00184;Leales de valor;2;394;4;276.928;78.71799999999999;69.232;2;0.0;Plata;Huancayo
C00185;Leales de valor;2;42;11;342.452;96.602;31.132;6;0.09090909090909091;Oro;Comas
C00186;Leales de valor;2;122;4;234.63000000000002;85.61000000000001;58.657500000000006;4;0.0;Plata;No Especificado
C00187;En riesgo;1;30;2;108.94;37.49999999999999;54.47;2;0.0;Oro;La Molina
C00188;En riesgo;1;97;6;127.437;35.197;21.2395;6;0.16666666666666666;Bronce;Trujillo
C00189;Leales de valor;2;151;7;236.84449999999998;52.0545;33.83492857142857;4;0.14285714285714285;Bronce;Chiclayo
C00190;En riesgo;1;320;3;135.458;43.91799999999999;45.15266666666667;3;0.0;Bronce;Ate
C00191;En riesgo;1;172;6;109.7;32.09;18.283333333333335;4;0.0;Plata;Trujillo
C00192;Leales de valor;2;399;6;201.0075;61.98749999999999;33.50125;2;0.0;Bronce;Comas
C00193;Leales de valor;2;57;5;191.95;51.190000000000005;38.39;4;0.2;Plata;Piura
C00195;Leales de valor;2;113;10;525.078;166.17800000000003;52.507799999999996;6;0.0;Bronce;Ate
C00196;Campeones;0;19;20;870.1495;258.9095;43.507475;9;0.05;Plata;Ate
C00197;Ocasionales;3;11;11;353.51;124.46000000000001;32.13727272727272;7;0.09090909090909091;Plata;Callao
C00198;Ocasionales;3;10;4;409.97999999999996;104.07000000000001;102.49499999999999;3;0.5;Plata;Trujillo
C00199;Campeones;0;43;16;869.582;260.842;54.348875;8;0.0625;Plata;Surco
C00200;Campeones;0;3;64;2938.3375;870.1675;45.9115234375;10;0.0625;Bronce;Comas
C00201;Ocasionales;3;9;10;357.2625;104.91250000000001;35.72625;5;0.1;Oro;Callao
C00202;En riesgo;1;136;4;73.835;20.595;18.45875;3;0.0;Plata;Chiclayo
C00203;En riesgo;1;118;3;60.49;15.120000000000001;20.163333333333334;3;0.0;Oro;La Molina
C00204;Leales de valor;2;223;9;215.61999999999998;57.50000000000001;23.957777777777775;6;0.0;Bronce;San Miguel
C00205;En riesgo;1;137;6;93.814;25.424;15.635666666666665;2;0.0;Bronce;Chiclayo
C00206;Leales de valor;2;67;11;363.605;108.70500000000001;33.055;7;0.09090909090909091;Bronce;Piura
C00207;En riesgo;1;132;3;155.605;35.345;51.86833333333333;2;0.0;Plata;Arequipa
C00208;Ocasionales;3;16;7;185.385;57.515;26.483571428571427;4;0.14285714285714285;Oro;San Miguel
C00209;Ocasionales;3;12;14;543.8190000000001;136.70900000000003;38.844214285714294;7;0.14285714285714285;Bronce;Comas
C00210;Leales de valor;2;41;8;318.4475;118.4075;39.8059375;4;0.0;Bronce;Los Olivos
C00211;Campeones;0;14;24;1271.0825;426.6725;52.96177083333333;9;0.08333333333333333;Black;Ate
C00212;Ocasionales;3;18;13;351.5585;100.9585;27.042961538461537;8;0.07692307692307693;Bronce;Huancayo
C00213;Ocasionales;3;12;5;294.01;95.87;58.802;5;0.2;Bronce;Surco
C00214;Leales de valor;2;155;7;468.19;177.07999999999998;66.88428571428571;5;0.2857142857142857;Bronce;Arequipa
C00215;Ocasionales;3;3;14;631.2185;215.0885;45.08703571428571;8;0.14285714285714285;Bronce;Cusco
C00216;En riesgo;1;104;3;82.88;32.160000000000004;27.626666666666665;3;0.0;Oro;Ate
C00217;Leales de valor;2;44;6;372.677;106.777;62.112833333333334;3;0.0;Oro;Huancayo
C00218;Ocasionales;3;12;8;453.79999999999995;147.57;56.724999999999994;5;0.375;Bronce;Callao
C00219;Leales de valor;2;87;9;610.7040000000001;143.05400000000006;67.85600000000001;5;0.2222222222222222;Bronce;Piura
C00220;Ocasionales;3;24;16;482.0465;138.6865;30.12790625;9;0.0625;Bronce;Los Olivos
C00221;Leales de valor;2;149;8;520.425;205.405;65.053125;5;0.0;Bronce;Chiclayo
C00222;Leales de valor;2;166;12;976.0409999999999;248.21100000000004;81.33675;9;0.25;Bronce;Surco
C00223;Ocasionales;3;0;15;693.5840000000001;235.01400000000004;46.238933333333335;8;0.13333333333333333;Bronce;Surco
C00224;Ocasionales;3;5;6;443.777;28.80700000000003;73.96283333333334;6;0.0;Bronce;San Miguel
C00225;Ocasionales;3;3;6;364.935;111.09500000000003;60.8225;4;0.0;Oro;San Miguel
C00226;En riesgo;1;166;4;135.54;48.78999999999999;33.885;3;0.0;Plata;La Molina
C00227;Leales de valor;2;262;6;191.171;47.161;31.861833333333333;6;0.0;Bronce;Cusco
C00228;Campeones;0;2;86;3870.5969999999998;1135.6270000000002;45.00694186046511;10;0.03488372093023256;Plata;Cusco
C00229;Campeones;0;29;273;11858.71;3544.98;43.438498168498164;10;0.08791208791208792;Bronce;Chiclayo
C00230;Ocasionales;3;27;11;642.2175;225.2975;58.38340909090909;7;0.09090909090909091;Oro;Piura
C00231;Campeones;0;53;30;1491.9470000000001;465.55699999999996;49.73156666666667;9;0.0;Plata;Comas
C00232;Leales de valor;2;78;6;445.69;158.78000000000003;74.28166666666667;5;0.0;Bronce;Chiclayo
C00233;En riesgo;1;550;3;178.152;54.432;59.38399999999999;3;0.0;Bronce;Piura
C00234;Leales de valor;2;126;8;289.57;83.0;36.19625;3;0.375;Oro;Ate
C00235;En riesgo;1;310;4;133.62000000000003;27.37000000000001;33.40500000000001;3;0.0;Bronce;Los Olivos
C00236;En riesgo;1;222;4;84.96000000000001;21.990000000000006;21.240000000000002;2;0.0;Bronce;Surco
C00237;Ocasionales;3;31;4;184.72;56.30000000000001;46.18;4;0.0;Bronce;No Especificado
C00238;Leales de valor;2;85;5;156.908;55.337999999999994;31.3816;3;0.2;Bronce;Comas
C00239;Campeones;0;6;14;1038.3000000000002;357.56999999999994;74.16428571428573;6;0.0;Plata;Surco
C00240;Leales de valor;2;53;16;642.514;214.97400000000002;40.157125;8;0.125;Plata;Arequipa
C00241;Campeones;0;59;52;2095.6595;619.1495;40.30114423076923;10;0.07692307692307693;Oro;Huancayo
C00242;Ocasionales;3;18;10;420.55;117.44000000000001;42.055;6;0.1;Black;Cusco
C00243;En riesgo;1;252;3;81.33;30.75;27.11;3;0.0;Bronce;Comas
C00244;En riesgo;1;351;3;138.7615;33.661500000000004;46.25383333333334;3;0.0;Bronce;Chiclayo
C00245;En riesgo;1;222;3;87.14;30.400000000000002;29.046666666666667;2;0.0;Black;Huancayo
C00246;Ocasionales;3;16;9;349.99;107.38;38.88777777777778;5;0.2222222222222222;Bronce;Trujillo
C00247;Ocasionales;3;17;6;259.99;70.35000000000001;43.33166666666667;4;0.0;Bronce;Huancayo
C00248;Leales de valor;2;123;9;409.918;137.77800000000002;45.54644444444445;6;0.1111111111111111;Bronce;No Especificado
C00249;Campeones;0;89;47;1804.5595;507.01950000000005;38.39488297872341;10;0.0851063829787234;Black;Huancayo
C00250;Ocasionales;3;16;5;83.75;32.10999999999999;16.75;4;0.0;Black;Ate
C00251;En riesgo;1;18;2;122.80000000000001;41.510000000000005;61.400000000000006;1;0.0;Bronce;San Isidro
C00252;Ocasionales;3;0;16;648.7355;163.29550000000003;40.54596875;10;0.125;Plata;Cusco
C00253;Leales de valor;2;150;16;571.83;200.25;35.739375;7;0.0625;Bronce;Comas
C00254;Ocasionales;3;12;3;112.014;38.534000000000006;37.338;3;0.3333333333333333;Bronce;Piura
C00255;Campeones;0;19;29;1097.0249999999999;396.475;37.828448275862065;10;0.10344827586206896;Plata;Chiclayo
C00256;Ocasionales;3;32;6;504.3215;154.9215;84.05358333333334;5;0.0;Oro;Arequipa
C00257;Leales de valor;2;134;15;615.094;163.28400000000002;41.00626666666667;7;0.06666666666666667;Bronce;Los Olivos
C00258;En riesgo;1;209;4;142.50400000000002;35.474000000000004;35.626000000000005;4;0.5;Plata;Piura
C00259;Ocasionales;3;3;6;241.2365;77.1565;40.20608333333333;4;0.3333333333333333;Bronce;Comas
C00260;Ocasionales;3;13;11;269.46;77.28999999999999;24.496363636363636;7;0.09090909090909091;Bronce;Miraflores
C00261;En riesgo;1;161;2;33.040000000000006;13.280000000000003;16.520000000000003;2;0.0;Plata;Arequipa
C00262;En riesgo;1;550;1;22.806;3.8560000000000016;22.806;1;0.0;Oro;Chiclayo
C00263;En riesgo;1;195;3;46.022000000000006;14.851999999999999;15.34066666666667;3;0.3333333333333333;Bronce;Cusco
C00264;Ocasionales;3;17;9;411.959;113.56899999999999;45.77322222222222;6;0.1111111111111111;Bronce;Piura
C00265;Leales de valor;2;169;10;436.984;144.934;43.6984;6;0.0;Bronce;Callao
C00266;En riesgo;1;157;5;137.17000000000002;41.85999999999999;27.434000000000005;2;0.0;Bronce;Chiclayo
C00267;Leales de valor;2;397;12;718.32;200.33;59.86000000000001;8;0.08333333333333333;Black;Comas
C00268;En riesgo;1;381;4;198.96900000000002;66.129;49.742250000000006;4;0.0;Bronce;Piura
C00269;Leales de valor;2;252;7;257.928;71.148;36.84685714285714;5;0.0;Black;San Isidro
C00270;En riesgo;1;178;5;105.07249999999999;28.6625;21.014499999999998;4;0.0;Plata;Callao
C00271;Leales de valor;2;60;11;546.8075;136.73750000000004;49.70977272727273;6;0.18181818181818182;Bronce;Ate
C00272;En riesgo;1;686;1;15.06;1.879999999999999;15.06;1;1.0;Bronce;Chiclayo
